-5.32;33759925
-5.04;33759932
-4.93;33759939
-49.18;33759946
-8.98;33759953
-8.63;33759960
-5.5;33759968
-5.36;33759975
-5.41;33759982
-9.87;33759989
-9.81;33759996
-9.86;33760003
-9.92;33760010
-9.89;33760018
-9.79;33760025
-9.86;33760032
-9.84;33760039
-9.76;33760046
-9.8;33760053
-9.9;33760060
-9.87;33760068
-9.87;33760075
-9.91;33760082
-9.86;33760089
-9.84;33760096
-9.87;33760103
-9.88;33760110
-9.9;33760117
-9.93;33760125
-9.84;33760132
-9.93;33760139
-9.8;33760146
-9.81;33760153
-9.74;33760160
-9.77;33760167
-9.96;33760175
-9.84;33760182
-9.93;33760189
-9.88;33760196
-9.91;33760203
-9.9;33760210
-9.8;33760217
-9.84;33760224
-9.86;33760232
-9.85;33760239
-9;33760246
-5.32;33760253
-5.04;33760260
-4.93;33760267
-4.79;33760274
-4.73;33760281
-4.75;33760289
-4.46;33760296
-4.57;33760303
-4.6;33760310
-4.5;33760317
-4.5;33760324
-4.42;33760331
-4.34;33760339
-4.6;33760346
-4.58;33760353
-4.76;33760360
-4.93;33760367
-4.98;33760374
-5.14;33760381
-5.18;33760388
-9.15;33760396
-9.4;33760403
-9.56;33760410
-9.53;33760417
-9.55;33760424
-9.81;33760431
-10.04;33760438
-10.32;33760446
-10.5;33760453
-10.5;33760460
-10.43;33760467
-10.58;33760474
-10.44;33760481
-10.5;33760488
-10.7;33760495
-10.84;33760502
-11.07;33760510
-11.31;33760517
-11.64;33760524
-11.66;33760531
-10.97;33760538
-10.82;33760545
-10.86;33760552
-10.86;33760560
-10.96;33760567
-10.98;33760574
-11.3;33760581
-12.21;33760588
-12.55;33760595
-13.09;33760602
-13.67;33760610
-13.49;33760617
-13.43;33760624
-13.46;33760631
-13.56;33760638
-13.12;33760645
-13;33760652
-12.8;33760659
-12.52;33760666
-10.5;33760674
-10.32;33760681
-10.26;33760688
-10.18;33760695
-10.12;33760702
-10.07;33760709
-9.99;33760716
-9.83;33760723
-9.93;33760730
-9.93;33760738
-9.79;33760745
-9.85;33760752
-9.85;33760759
-9.72;33760766
-9.69;33760774
-9.8;33760781
-9.9;33760788
-9.68;33760795
-9.52;33760802
-9.58;33760809
-9.49;33760816
-9.32;33760824
-6.45;33760831
-6.38;33760838
-6.59;33760845
-6.49;33760852
-6.61;33760859
-6.52;33760866
-6.51;33760874
-6.53;33760881
-6.48;33760888
-6.39;33760895
-6.49;33760902
-6.32;33760909
-6.1;33760916
-6.23;33760923
-6.21;33760931
-5.98;33760938
-6.02;33760945
-5.99;33760952
-6.1;33760959
-6.14;33760966
-6.08;33760973
-5.93;33760980
-5.79;33760988
-7.21;33760995
-7.26;33761002
-7.39;33761009
-7.47;33761016
-7.75;33761023
-7.79;33761030
-7.9;33761038
-8.01;33761045
-8.05;33761052
-8.26;33761059
-8.37;33761066
-8.54;33761073
-8.64;33761080
-8.78;33761088
-8.87;33761095
-9.21;33761102
-9.44;33761109
-9.62;33761116
-9.79;33761123
-9.99;33761131
-10.26;33761138
-10.36;33761145
-10.49;33761152
-10.73;33761159
-10.46;33761166
-10.53;33761173
-9.81;33761181
-10.4;33761188
-10.03;33761195
-10.78;33761202
-15.38;33761209
-12.97;33761216
-11.63;33761223
-12.08;33761230
-12.06;33761237
-12.03;33761245
-12;33761252
-12.18;33761259
-12.29;33761266
-12.63;33761273
-12.76;33761280
-13.01;33761287
-10.46;33761295
-10.42;33761302
-10.29;33761309
-10.24;33761316
-10.2;33761323
-10.14;33761330
-10.08;33761337
-9.9;33761344
-10.01;33761351
-9.81;33761359
-9.63;33761366
-9.65;33761373
-9.63;33761380
-9.59;33761387
-9.7;33761394
-9.59;33761401
-9.53;33761408
-9.61;33761416
-9.68;33761423
-9.56;33761430
-9.56;33761437
-9.56;33761444
-6.86;33761451
-6.69;33761458
-6.68;33761466
-6.56;33761473
-6.5;33761480
-6.29;33761487
-6.16;33761494
-6.05;33761501
-6.01;33761508
-6.2;33761515
-6.08;33761522
-6.2;33761530
-6.29;33761537
-6.34;33761544
-6.35;33761551
-6.35;33761558
-6.12;33761565
-6.16;33761572
-6.2;33761579
-6.22;33761587
-6.44;33761594
-6.23;33761601
-6.15;33761608
-8.31;33761615
-8.42;33761622
-8.48;33761630
-8.58;33761637
-8.67;33761644
-8.79;33761651
-8.84;33761659
-8.89;33761666
-9;33761673
-9.11;33761680
-9.02;33761687
-9;33761694
-8.94;33761701
-8.91;33761709
-9.04;33761716
-9.02;33761723
-9;33761730
-8.99;33761737
-9.03;33761744
-9.02;33761751
-8.98;33761759
-8.99;33761766
-9.17;33761773
-12.78;33761780
-13.33;33761787
-71.53;33761794
-32.68;33761801
-13.66;33761809
-11.85;33761816
-14.03;33761823
-13.6;33761830
-11.23;33761837
-10.67;33761844
-9.74;33761852
-9.6;33761859
-10.82;33761866
-10.34;33761873
-9.73;33761880
-9.69;33761887
-9.66;33761895
-10.03;33761902
-10.04;33761909
-11.13;33761916
-11.39;33761923
-11.48;33761930
-11.54;33761937
-11.58;33761944
-11.63;33761952
-11.54;33761959
-11.55;33761966
-11.53;33761973
-11.53;33761980
-11.51;33761988
-11.24;33761995
-11.31;33762002
-11.23;33762009
-11.22;33762016
-11.18;33762023
-11.16;33762030
-11.09;33762037
-11.1;33762045
-11.09;33762052
-9.97;33762059
-6.97;33762066
-7.91;33762073
-7.83;33762080
-8.04;33762087
-7.37;33762094
-8.21;33762102
-8.08;33762109
-7.81;33762116
-7.97;33762123
-8;33762130
-7.99;33762137
-7.9;33762144
-7.74;33762152
-7.63;33762159
-7.63;33762166
-7.69;33762173
-7.68;33762180
-7.68;33762187
-7.57;33762194
-7.53;33762202
-7.53;33762209
-7.91;33762216
-6.35;33762223
-6.12;33762230
-6.2;33762237
-6.12;33762244
-6.2;33762252
-6.12;33762259
-6.11;33762266
-6.08;33762273
-6.03;33762280
-6.05;33762287
-6.07;33762294
-6.14;33762302
-6.13;33762309
-6.19;33762316
-6.12;33762323
-6.22;33762330
-6.1;33762337
-6.11;33762344
-6.17;33762351
-6.22;33762358
-6.23;33762366
-6.26;33762373
-6.36;33762380
-10.14;33762387
-10.23;33762394
-10.26;33762401
-10.47;33762408
-10.48;33762415
-10.6;33762423
-10.63;33762430
-10.29;33762437
-9.48;33762444
-14.04;33762451
-10.91;33762458
-10.09;33762465
-11.32;33762473
-11.86;33762480
-12.34;33762487
-12.07;33762494
-12.34;33762501
-11.95;33762508
-12.01;33762515
-12.15;33762523
-10.96;33762530
-12.35;33762537
-12.39;33762544
-12.69;33762551
-13.02;33762558
-13.71;33762565
-13.91;33762572
-14.34;33762580
-14.71;33762587
-15.12;33762594
-15.32;33762601
-15.67;33762608
-15.88;33762615
-16.2;33762623
-16.31;33762630
-16.3;33762637
-16.4;33762644
-16.28;33762651
-16.1;33762658
-9.37;33762665
-9.33;33762673
-9.2;33762680
-9.02;33762687
-8.84;33762694
-8.69;33762701
-8.57;33762708
-8.43;33762716
-8.36;33762723
-8.12;33762730
-8.23;33762737
-8.14;33762744
-8.18;33762751
-8.11;33762759
-8.17;33762766
-8.26;33762773
-8.34;33762780
-8.39;33762787
-8.43;33762794
-8.32;33762801
-8.42;33762809
-8.27;33762816
-8.19;33762823
-6.44;33762830
-6.35;33762837
-6.3;33762844
-6.15;33762851
-6.19;33762859
-6.22;33762866
-6.12;33762873
-6.2;33762880
-6.09;33762887
-6.11;33762894
-6.15;33762901
-6.1;33762909
-6.02;33762916
-5.98;33762923
-6.1;33762930
-6.1;33762937
-5.95;33762944
-6.05;33762951
-6.07;33762959
-6.09;33762966
-6.14;33762973
-6.19;33762980
-6.32;33762987
-8.71;33762994
-8.71;33763001
-8.77;33763008
-8.86;33763016
-8.95;33763023
-8.94;33763030
-8.96;33763037
-9.01;33763044
-8.99;33763051
-9.08;33763058
-9.13;33763065
-9.12;33763073
-9.25;33763080
-9.4;33763087
-9.39;33763094
-9.47;33763101
-9.52;33763108
-9.52;33763115
-9.53;33763122
-9.56;33763130
-9.72;33763137
-9.75;33763144
-9.87;33763151
-13.41;33763158
-11.94;33763166
-11.42;33763173
-10.26;33763180
-9.63;33763187
-11.19;33763194
-9.82;33763201
-15.57;33763208
-11.19;33763216
-10.47;33763223
-10.11;33763230
-10.77;33763237
-9.54;33763244
-9.45;33763251
-10.33;33763258
-10.04;33763266
-9.86;33763273
-10.62;33763280
-12.03;33763287
-12.6;33763301
-10.46;33763308
-10.48;33763315
-10.58;33763322
-10.58;33763329
-10.55;33763336
-10.58;33763344
-10.61;33763351
-10.66;33763358
-10.51;33763365
-10.62;33763372
-10.52;33763379
-10.47;33763386
-10.46;33763394
-10.41;33763401
-10.39;33763408
-10.33;33763434
-10.24;33763441
-10.13;33763448
-10.24;33763455
-10.06;33763463
-8.11;33763470
-7.41;33763477
-8.07;33763484
-7.36;33763491
-7.92;33763499
-8.41;33763506
-7.95;33763513
-7.42;33763520
-8.19;33763527
-8.12;33763534
-7.84;33763541
-7.45;33763549
-7.94;33763567
-8.34;33763574
-7.78;33763581
-7.24;33763588
-7.91;33763595
-7.46;33763602
-7.53;33763609
-7.62;33763617
-7.45;33763624
-7.23;33763631
-6.92;33763638
-6.29;33763645
-6.35;33763652
-6.35;33763659
-6.38;33763666
-6.53;33763673
-6.61;33763681
-6.86;33763688
-6.87;33763695
-7.08;33763702
-7.18;33763709
-7.42;33763716
-7.56;33763723
-7.79;33763730
-7.97;33763737
-8.21;33763744
-8.36;33763752
-8.47;33763759
-8.6;33763766
-8.67;33763773
-8.79;33763780
-8.91;33763787
-9.05;33763794
-8.94;33763802
-11.57;33763809
-11.8;33763816
-12.05;33763834
-12.33;33763841
-12.25;33763848
-12.32;33763855
-12.39;33763863
-12.3;33763870
-12.81;33763877
-12.7;33763884
-12.62;33763891
-12.67;33763898
-12.88;33763906
-12.98;33763913
-13.01;33763920
-12.97;33763927
-12.94;33763934
-13.29;33763941
-13.33;33763967
-15.06;33763974
-14.9;33763982
-14.59;33763989
-14.31;33763996
-13.98;33764003
-13.63;33764010
-13.03;33764017
-12.67;33764024
-12.56;33764031
-12.25;33764038
-12.11;33764046
-11.86;33764053
-11.56;33764060
-11.31;33764067
-11.05;33764074
-10.87;33764100
-10.78;33764107
-10.81;33764114
-10.66;33764122
-8.94;33764129
-9.05;33764136
-9.21;33764143
-9.42;33764150
-9.43;33764157
-9.52;33764164
-9.52;33764171
-9.6;33764179
-9.5;33764186
-9.56;33764193
-9.62;33764200
-9.49;33764207
-9.42;33764215
-9.38;33764222
-9.41;33764234
-9.46;33764241
-9.3;33764248
-9.15;33764255
-9.12;33764262
-9.2;33764269
-9.1;33764276
-9.09;33764283
-8.85;33764291
-5.84;33764298
-5.71;33764305
-5.76;33764312
-5.75;33764319
-5.75;33764326
-5.76;33764334
-5.66;33764341
-5.67;33764348
-5.69;33764355
-5.89;33764362
-5.84;33764369
-5.94;33764376
-6.09;33764384
-6.15;33764391
-6.24;33764398
-6.19;33764405
-6.13;33764412
-6.18;33764419
-6.17;33764426
-6.24;33764434
-6.28;33764441
-6.28;33764448
-6.45;33764455
-6.35;33764462
-10.69;33764469
-10.77;33764476
-10.73;33764484
-10.69;33764501
-10.64;33764508
-10.46;33764515
-10.42;33764522
-10.31;33764529
-10.41;33764536
-10.26;33764543
