-11.89;124875743
-12.03;124875750
-12.8;124875758
-11.2;124875765
-11.53;124875772
-11.84;124875779
-11.93;124875786
-11.94;124875793
76;124875800
-9.71;124875807
-9.85;124875815
-9.71;124875822
-9.91;124875829
-9.82;124875836
-9.87;124875843
-9.77;124875850
-9.86;124875857
-9.82;124875864
-9.94;124875872
-9.81;124875879
-9.8;124875886
-9.83;124875893
-9.77;124875900
-9.82;124875907
-9.73;124875914
-9.84;124875921
-9.79;124875929
-9.86;124875936
-9.86;124875943
-9.84;124875950
-9.88;124875957
-9.89;124875964
-9.78;124875971
-9.82;124875978
-9.84;124875986
-9.84;124875993
-9.82;124876000
-9.82;124876007
-9.82;124876014
-9.78;124876021
-9.81;124876028
-9.8;124876035
-9.77;124876043
-9.86;124876050
-9.84;124876057
-11.89;124876064
-12.03;124876071
-12.63;124876078
-12.61;124876085
-12.86;124876093
-12.67;124876100
-11.99;124876107
-12.07;124876114
-12.23;124876121
-12.06;124876128
-11.87;124876135
-11.71;124876142
-11.63;124876150
-11.72;124876157
-11.57;124876164
-11.84;124876171
-12.28;124876178
-12.09;124876185
-12.04;124876192
-12.19;124876199
-12.09;124876207
-12.12;124876214
-11.92;124876221
-12.39;124876228
-12.3;124876235
-12.2;124876242
-12.08;124876249
-12.07;124876257
-11.94;124876264
-11.77;124876271
-11.61;124876278
-11.61;124876285
-11.53;124876292
-11.27;124876300
-11.09;124876307
-10.93;124876314
-10.61;124876321
-10.55;124876328
-10.44;124876335
-10.31;124876342
-10.14;124876349
-9.97;124876357
-10.02;124876364
-7.79;124876371
-7.92;124876378
-7.84;124876385
-7.69;124876392
-7.82;124876399
-7.72;124876406
-7.34;124876414
-7.29;124876421
-7.35;124876428
-7.44;124876435
-7.51;124876442
-7.6;124876449
-7.66;124876456
-7.82;124876464
-7.92;124876471
-8.17;124876478
-7.92;124876485
-7.8;124876492
-7.84;124876499
-7.83;124876506
-8.02;124876513
-7.99;124876521
-8;124876528
-6.11;124876535
-6.28;124876542
-6.35;124876549
-6.3;124876556
-6.26;124876563
-6.3;124876570
-6.29;124876577
-6.22;124876585
-6.39;124876592
-6.43;124876599
-6.45;124876606
-6.56;124876613
-6.49;124876620
-6.53;124876627
-6.52;124876634
-6.55;124876642
-6.51;124876649
-6.48;124876656
-6.44;124876663
-6.42;124876670
-6.41;124876677
-6.4;124876684
-6.47;124876691
-11.65;124876699
-11.66;124876706
-11.77;124876713
-11.92;124876720
-12.14;124876727
-12.27;124876734
-12.35;124876741
-12.56;124876748
-12.78;124876756
-12.89;124876763
-13.12;124876770
-13.38;124876777
-13.46;124876784
-13.78;124876791
-13.69;124876799
-13.81;124876806
-13.91;124876813
-13.99;124876820
-14.14;124876827
-10.11;124876834
-10.23;124876841
-10.23;124876849
-10.37;124876856
-11;124876863
-11.32;124876870
-13.3;124876877
-17.57;124876884
-41.13;124876891
-9.26;124876898
-13.72;124876905
-8.82;124876913
-9.53;124876920
-10.16;124876927
-9.98;124876934
-11.84;124876941
-9.75;124876948
-9.27;124876955
-9.73;124876962
-8.9;124876970
-9.25;124876977
-12.45;124876984
-12.45;124876991
-12.39;124876998
-12.37;124877005
-12.32;124877012
-12.31;124877019
-12.32;124877027
-12.3;124877034
-12.2;124877041
-12.27;124877048
-12.14;124877055
-12.05;124877062
-11.92;124877069
-11.82;124877076
-11.88;124877083
-11.8;124877091
-11.63;124877098
-11.66;124877105
-11.5;124877112
-7.91;124877119
-7.92;124877126
-7.84;124877133
-7.91;124877140
-7.8;124877148
-7.82;124877155
-7.86;124877162
-7.95;124877169
-7.86;124877176
-7.59;124877183
-7.7;124877190
-7.84;124877198
-8;124877205
-7.93;124877212
-8;124877219
-7.78;124877226
-7.77;124877233
-7.71;124877240
-7.65;124877247
-7.55;124877255
-7.5;124877262
-7.51;124877269
-7.37;124877276
-5.88;124877283
-5.89;124877290
-5.9;124877297
-5.76;124877304
-5.79;124877312
-5.68;124877319
-5.66;124877326
-5.69;124877333
-5.6;124877340
-5.57;124877347
-5.65;124877355
-5.66;124877362
-5.7;124877369
-5.91;124877376
-5.8;124877383
-5.78;124877390
-5.93;124877397
-6.19;124877405
-6.25;124877412
-6.34;124877419
-6.43;124877426
-6.63;124877433
-6.74;124877440
-11.15;124877447
-11.34;124877455
-11.42;124877462
-11.62;124877469
-11.71;124877476
-11.69;124877483
-11.53;124877490
-12.12;124877497
-12.33;124877504
-12.44;124877512
-12.26;124877519
-12.2;124877526
-12.22;124877533
-12.17;124877540
-12.16;124877547
-12.11;124877554
-12.08;124877561
-11.99;124877568
-11.94;124877576
-11.86;124877583
-12.9;124877590
-12.7;124877597
-12.59;124877604
-12.55;124877611
-12.4;124877618
-12.29;124877625
-12.16;124877632
-12.05;124877640
-12.03;124877647
-12.06;124877654
-11.61;124877661
-11.59;124877668
-11.7;124877675
-11.63;124877683
-11.52;124877690
-11.56;124877697
-11.56;124877704
-11.68;124877711
-11.9;124877718
-11.75;124877725
-11.61;124877733
-11.6;124877740
-11.48;124877747
-11.41;124877754
-11.39;124877761
-11.38;124877768
-11.36;124877775
-11.55;124877783
-11.1;124877790
-10.98;124877797
-10.83;124877804
-10.78;124877811
-10.52;124877818
-10.4;124877826
-10.26;124877833
-10.08;124877840
-9.91;124877847
-9.76;124877854
-9.62;124877861
-7.68;124877868
-7.69;124877876
-7.79;124877883
-7.87;124877890
-7.82;124877897
-7.99;124877904
-7.95;124877911
-7.93;124877918
-7.89;124877926
-7.89;124877933
-7.86;124877940
-7.68;124877947
-7.69;124877954
-7.56;124877961
-7.48;124877968
-7.48;124877975
-7.45;124877983
-7.24;124877990
-7.18;124877997
-7.18;124878004
-7.1;124878011
-7.09;124878018
-7.04;124878025
-7.15;124878032
-7.28;124878039
-7.42;124878047
-7.41;124878054
-7.62;124878061
-7.71;124878068
-7.74;124878075
-7.98;124878082
-8.04;124878089
-8.14;124878096
-8.29;124878104
-8.32;124878111
-8.29;124878118
-8.37;124878125
-8.41;124878132
-8.45;124878139
-8.47;124878147
-8.48;124878154
-8.5;124878161
-8.46;124878168
-8.55;124878175
-8.45;124878182
-8.59;124878189
-12.1;124878196
-12.18;124878204
-12.22;124878211
-12.18;124878218
-12.11;124878225
-12.19;124878232
-12.07;124878239
-12.03;124878246
-11.94;124878254
-12.04;124878261
-11.82;124878268
-11.89;124878275
-11.8;124878282
-11.89;124878289
-11.82;124878296
-11.94;124878304
-11.83;124878322
-11.8;124878329
-11.93;124878336
-10.7;124878343
-10.79;124878351
-10.93;124878358
-10.98;124878365
-11.02;124878372
-11.22;124878379
-11.11;124878386
-11.22;124878393
-11.5;124878401
-11.78;124878408
-11.93;124878415
-12.16;124878422
-12.7;124878429
-12.98;124878455
-12.78;124878463
-12.62;124878470
-12.72;124878477
-12.79;124878484
-12.81;124878491
-11.09;124878498
-11.03;124878505
-11.08;124878512
-11.05;124878520
-11;124878527
-10.92;124878534
-10.94;124878541
-10.81;124878548
-10.81;124878555
-10.6;124878562
-10.47;124878589
-10.47;124878596
-10.35;124878603
-10.28;124878610
-10.12;124878617
-10.07;124878624
-9.88;124878632
-9.67;124878639
-9.54;124878646
-9.28;124878653
-8.06;124878660
-8;124878667
-7.98;124878674
-8.07;124878681
-7.86;124878689
-7.92;124878696
-7.94;124878703
-7.89;124878722
-7.87;124878729
-7.71;124878736
-7.71;124878743
-7.7;124878751
-7.59;124878758
-7.58;124878765
-7.49;124878772
-7.44;124878779
-7.45;124878786
-7.49;124878794
-7.39;124878801
-7.51;124878808
-7.51;124878815
-7.52;124878822
-7.54;124878829
-7.93;124878836
-7.99;124878843
-7.99;124878855
-7.99;124878862
-8.14;124878870
-8.23;124878877
-8.22;124878884
-8.28;124878891
-8.29;124878898
-8.52;124878905
-8.45;124878912
-8.52;124878919
-8.42;124878927
-8.44;124878934
-8.62;124878941
-8.59;124878948
