-9.69,0
-9.69,8
-9.69,16
-9.69,24
-9.76,32
-9.67,40
-9.71,48
-9.76,56
-9.69,64
-9.77,72
-9.72,80
-9.72,88
-9.7,96
-9.69,104
-9.69,112
-9.63,120
-9.71,128
-9.66,136
-9.74,144
-9.69,152
-9.69,160
-9.79,168
-9.79,176
-9.73,184
-9.73,192
-9.75,200
-9.7,208
-9.73,216
-9.67,224
-9.74,232
-9.76,240
-9.67,248
-9.82,256
-9.76,264
-9.68,272
-9.72,280
-9.72,288
-9.68,296
-9.7,304
-9.68,312
-9.71,320
-9.72,328
-9.71,336
-9.68,344
-9.81,352
-9.72,360
-9.6,368
-9.74,376
-9.78,384
-9.62,392
-9.78,400
-9.79,408
-9.67,416
-9.66,424
-9.66,432
-9.63,440
-9.59,448
-9.68,456
-9.74,464
-9.79,472
-9.67,480
-9.68,488
-9.71,496
-9.71,504
-9.69,512
-9.79,520
-9.73,528
-9.68,536
-9.74,544
-9.73,552
-9.7,560
-9.71,568
-9.7,576
-9.68,584
-9.7,592
-9.74,600
-9.78,608
-9.75,616
-9.71,624
-9.86,632
-9.92,640
-9.62,648
-9.37,656
-9.31,664
-9.25,672
-9.51,680
-9.86,688
-10.1,696
-10.08,704
-9.9,712
-9.81,720
-9.55,728
-9.53,736
-9.81,744
-10.18,752
-9.24,760
-8.88,768
-9.42,776
-9.64,784
-9.96,792
-10.18,800
-10.23,808
-10.16,816
-9.84,824
-9.69,832
-9.61,840
-9.37,848
-9.69,856
-9.56,864
-9.37,872
-9.34,880
-9.67,888
-9.95,896
-10.25,904
-10.39,912
-10.14,920
-10.04,928
-9.56,936
-9.04,944
-8.86,952
-9.01,960
-9.04,968
-9.44,976
-9.79,984
-10.03,992
-9.96,1000
-10.13,1008
-9.9,1016
-9.82,1024
-9.83,1032
-9.94,1040
-10.02,1048
-9.77,1056
-9.5,1064
-9.54,1072
-9.24,1080
-9.04,1088
-9.18,1096
-9.53,1104
-9.65,1112
-9.93,1120
-9.86,1128
-10.02,1136
-10.06,1144
-10.1,1152
-9.97,1160
-9.99,1168
-10.14,1176
-9.81,1184
-9.45,1192
-9.09,1200
-9.17,1208
-9.42,1216
-9.39,1224
-9.32,1232
-9.46,1240
-9.78,1248
-9.7,1256
-9.74,1264
-9.53,1272
-9.59,1280
-9.67,1288
-10.01,1296
-9.39,1304
-9.82,1312
-9.75,1320
-9.52,1328
-10.63,1336
-9.68,1344
-9.76,1352
-10.49,1360
-9.88,1368
-9.91,1376
-9.74,1384
-9.62,1392
-9.56,1400
-9.34,1408
-9.44,1416
-9.52,1424
-9.27,1432
-9.41,1440
-8.56,1448
-9.48,1456
-9.71,1464
-9.66,1472
-9.94,1480
-10.22,1488
-10.09,1496
-10.38,1504
-10.48,1512
-9.84,1520
-9.64,1528
-9.22,1536
-8.73,1544
-8.78,1552
-9.21,1560
-9.53,1568
-9.69,1576
-9.49,1584
-9.65,1592
-9.57,1600
-9.45,1608
-9.41,1616
-9.44,1624
-9.64,1632
-9.68,1640
-9.74,1648
-9.62,1656
-9.38,1664
-9.3,1672
-9.16,1680
-9.11,1688
-9.48,1696
-9.45,1704
-9.43,1712
-9.4,1720
-9.82,1728
-9.67,1736
-9.42,1744
-9.31,1752
-9.35,1760
-9.68,1768
-9.48,1776
-9.44,1784
-9.48,1792
-9.48,1800
-9.49,1808
-9.56,1816
-9.73,1824
-9.7,1832
-9.66,1840
-9.39,1848
-9.28,1856
-9.27,1864
-9.28,1872
-9.59,1880
-9.7,1888
-9.75,1896
-9.58,1904
-9.64,1912
-9.66,1920
-9.66,1928
-9.61,1936
-9.55,1944
-9.45,1952
-9.36,1960
-9.25,1968
-9.26,1976
-9.35,1984
-9.47,1992
-9.47,2000
-9.55,2008
-9.58,2016
-9.74,2024
-9.74,2032
-9.67,2040
-9.6,2048
-9.53,2056
-9.42,2064
-9.38,2072
-9.4,2080
-9.58,2088
-9.54,2096
-9.84,2104
-9.78,2112
-9.47,2120
-9.34,2128
-8.99,2136
-9.02,2144
-9.32,2152
-9.85,2160
-10.21,2168
-10.52,2176
-10.38,2184
-10.15,2192
-9.65,2200
-9.55,2208
-9.54,2216
-9.56,2224
-9.63,2232
-9.56,2240
-9.43,2248
-9.2,2256
-9.03,2264
-8.81,2272
-8.95,2280
-9.08,2288
-9.52,2296
-9.75,2304
-9.84,2312
-10.06,2320
-10,2328
-9.73,2336
-9.61,2344
-9.62,2352
-9.56,2360
-9.56,2368
-9.59,2376
-9.45,2384
-9.45,2392
